"id","age","modularity"
12,17.2,0.153341282
12,17.2,0.088035737
13,10,0.138163846
13,10,0.074447627
13,10,0.081239237
13,10,0.053378454
13,10,0.070146999
13,10,0.11139023
13,10,0.116392747
13,14.02,0.112469175
13,14.02,0.155168875
13,14.02,0.125444228
13,14.02,0.160604989
13,14.02,0.153801679
14,17.27,0.134034231
14,17.27,0.090971923
14,17.27,0.150044414
14,17.27,0.129813124
14,17.27,0.221859865
14,17.27,0.178827491
14,17.27,0.20862317
14,19.28,0.136536725
14,19.28,0.187442528
14,19.28,0.145822047
14,19.28,0.136337494
14,19.28,0.123423199
14,19.28,0.103454842
14,19.28,0.146352157
14,21.37,0.209746385
14,21.37,0.146744493
14,21.37,0.146492842
14,21.37,0.198940683
14,21.37,0.138957726
15,9.56,0.135378654
15,9.56,0.153478847
15,9.56,0.172039532
15,9.56,0.144550448
15,9.56,0.051532057
15,9.56,0.080387592
15,9.56,0.136301667
15,13.71,0.129408053
15,13.71,0.168321142
15,13.71,0.143474248
15,13.71,0.166328478
15,13.71,0.156524628
16,16.66,0.133129925
16,16.66,0.201735346
16,16.66,0.172530466
16,16.66,0.210794013
16,16.66,0.152632836
16,16.66,0.206147814
16,16.66,0.213432801
16,18.69,0.127986847
16,18.69,0.179104122
16,18.69,0.202583424
16,18.69,0.095453245
16,18.69,0.187621169
16,18.69,0.133350182
16,18.69,0.13070906
16,20.75,0.17348998
16,20.75,0.106801594
16,20.75,0.149325196
16,20.75,0.140941721
16,20.75,0.128692771
17,8.01,0.081536138
17,8.01,0.058258808
17,8.01,0.109660027
17,8.01,0.124147439
17,8.01,0.068692316
17,8.01,0.091521729
17,8.01,0.095525049
17,10.02,0.096050449
17,10.02,0.08922498
17,10.02,0.072771972
17,10.02,0.124602284
17,10.02,0.132211666
17,10.02,0.125327741
17,10.02,0.115559246
17,11.95,0.088041714
17,11.95,0.121235519
17,11.95,0.070721668
17,11.95,0.096193922
17,11.95,0.09245635
18,12.96,0.155985344
18,12.96,0.11777402
18,12.96,0.121355494
18,12.96,0.152662471
18,12.96,0.14807781
18,12.96,0.151925417
18,12.96,0.183446841
18,15.01,0.149843163
18,15.01,0.129998427
18,15.01,0.15600681
18,15.01,0.207650057
18,15.01,0.215577575
18,15.01,0.177019789
18,15.01,0.177556901
18,17.03,0.127929062
18,17.03,0.108337392
18,17.03,0.134645014
18,17.03,0.130768441
18,17.03,0.118252332
19,15.09,0.113820205
19,15.09,0.138878067
19,15.09,0.175300995
19,15.09,0.139216715
19,15.09,0.179525458
19,15.09,0.084585856
19,15.09,0.159193265
19,17.08,0.115281202
19,17.08,0.14762699
19,17.08,0.22465565
19,17.08,0.13242754
19,17.08,0.176867243
19,17.08,0.176988556
19,17.08,0.128740163
19,18.98,0.108144686
19,18.98,0.175431727
19,18.98,0.161666908
19,18.98,0.111108294
19,18.98,0.15425985
20,8.77,0.095523125
20,8.77,0.080676316
20,8.77,0.08422761
20,8.77,0.065672595
20,8.77,0.105871653
20,8.77,0.093487669
20,8.77,0.067964105
20,10.65,0.073487523
20,10.65,0.043008513
20,10.65,0.061051748
20,10.65,0.047368929
20,10.65,0.025074708
20,10.65,0.045667453
20,10.65,0.041284116
20,12.75,0.077594343
20,12.75,0.060359624
20,12.75,0.06783789
20,12.75,0.074405703
20,12.75,0.086871685
21,15.68,0.170620398
21,15.68,0.117271843
21,15.68,0.194991834
21,15.68,0.155386612
21,15.68,0.140594519
21,15.68,0.224488947
21,15.68,0.246426103
21,17.62,0.185902309
21,17.62,0.181053928
21,17.62,0.187645454
21,17.62,0.078950161
21,17.62,0.222063066
21,17.62,0.196551595
21,17.62,0.234531573
21,19.55,0.180384627
21,19.55,0.180844766
21,19.55,0.18342728
21,19.55,0.12905571
21,19.55,0.12249865
22,10.85,0.09375633
22,10.85,0.059875263
22,10.85,0.059854656
22,10.85,0.068972799
22,10.85,0.089763372
22,10.85,0.073454537
22,10.85,0.088362927
22,12.87,0.101383371
22,12.87,0.157432675
22,12.87,0.100567719
22,12.87,0.14266809
22,12.87,0.075196093
22,12.87,0.112459851
22,12.87,0.14591794
22,14.84,0.108184384
22,14.84,0.103976936
22,14.84,0.126183946
22,14.84,0.087103003
22,14.84,0.110385075
23,10.27,0.160831662
23,10.27,0.202966808
23,10.27,0.125159465
23,10.27,0.191737275
23,10.27,0.153383968
23,10.27,0.216474114
23,10.27,0.137958888
23,12.28,0.146855152
23,12.28,0.183960525
23,12.28,0.185424882
23,12.28,0.127518629
23,12.28,0.155272828
23,12.28,0.141982075
23,12.28,0.154970878
23,14.35,0.140272286
23,14.35,0.17994182
23,14.35,0.175970048
23,14.35,0.193111498
23,14.35,0.172381663
24,9.57,0.070563501
24,9.57,0.078428061
24,9.57,0.147914703
24,9.57,0.091978841
24,9.57,0.131003698
24,9.57,0.153643514
24,9.57,0.152084021
24,11.41,0.128527308
24,11.41,0.143010703
24,11.41,0.169175802
24,11.41,0.124863626
24,11.41,0.106831585
24,11.41,0.15795688
24,11.41,0.089611793
25,24.27,0.081146652
25,24.27,0.118095828
25,24.27,0.106121066
25,24.27,0.120486371
25,24.27,0.198602979
25,24.27,0.202875097
25,24.27,0.125588457
25,26.25,0.089483392
25,26.25,0.081596847
25,26.25,0.157676746
25,26.25,0.119398376
25,26.25,0.101661245
25,26.25,0.102339991
25,26.25,0.153572974
25,28.33,0.121511821
25,28.33,0.096948751
25,28.33,0.117194003
25,28.33,0.090187473
25,28.33,0.117576395
26,12.19,0.118819674
26,12.19,0.144103108
26,12.19,0.155169303
26,12.19,0.151502896
26,12.19,0.121737342
26,12.19,0.125690055
26,12.19,0.149113435
26,14.2,0.175384813
26,14.2,0.161866193
26,14.2,0.14416977
26,14.2,0.149161482
26,14.2,0.1153079
26,14.2,0.159996296
26,14.2,0.158575192
26,16.2,0.168826061
26,16.2,0.091306702
26,16.2,0.158247411
26,16.2,0.109896093
26,16.2,0.128922052
27,14.53,0.085427415
27,14.53,0.103312809
27,14.53,0.096725927
27,14.53,0.094719092
27,14.53,0.158892915
27,14.53,0.111028477
27,14.53,0.11147111
27,16.55,0.107170454
27,16.55,0.107958512
27,16.55,0.128321066
27,16.55,0.088817153
27,16.55,0.093066794
27,16.55,0.128495472
27,16.55,0.086859309
27,18.57,0.106419939
27,18.57,0.08682722
27,18.57,0.08334495
27,18.57,0.140770508
27,18.57,0.135341612
28,11.17,0.051968492
28,11.17,0.099698083
28,11.17,0.086006739
28,11.17,0.09396008
28,11.17,0.082127405
28,11.17,0.088590529
28,11.17,0.152479003
28,13.08,0.055683385
28,13.08,0.039362439
28,13.08,0.082684633
28,13.08,0.064780225
28,13.08,0.050900675
28,13.08,0.118834273
28,13.08,0.079538146
28,15.16,0.081641683
28,15.16,0.055527129
28,15.16,0.072874264
28,15.16,0.036495532
28,15.16,0.077258521
29,14.33,0.138485862
29,14.33,0.25460279
29,14.33,0.227938786
29,14.33,0.160679244
29,14.33,0.115157807
29,14.33,0.186055087
29,14.33,0.219332467
29,16.29,0.210075494
29,16.29,0.166609342
29,16.29,0.14642979
29,16.29,0.139612056
29,16.29,0.210780016
29,16.29,0.201479857
29,16.29,0.208413881
30,11.53,0.057912693
30,11.53,0.060141569
30,11.53,0.073443389
30,11.53,0.071314499
30,11.53,0.108360923
30,11.53,0.088137421
30,11.53,0.053911926
30,13.53,0.077901971
30,13.53,0.08532836
30,13.53,0.094597438
30,13.53,0.082301408
30,13.53,0.075948843
30,13.53,0.060247296
30,13.53,0.054866544
30,15.59,0.102783013
30,15.59,0.107801421
30,15.59,0.124160062
30,15.59,0.079340836
30,15.59,0.104983218
31,12.24,0.112591216
31,12.24,0.120474225
31,12.24,0.11008886
31,12.24,0.091668682
31,12.24,0.064388333
31,12.24,0.06388956
31,12.24,0.116551861
31,14.2,0.14359444
31,14.2,0.126746102
31,14.2,0.130599444
31,14.2,0.103027201
31,14.2,0.14798337
31,14.2,0.09794384
31,14.2,0.12267955
31,16.19,0.156921454
31,16.19,0.123644975
31,16.19,0.139204517
31,16.19,0.091199998
31,16.19,0.138241972
32,10.19,0.083778322
32,10.19,0.072522029
32,10.19,0.087065776
32,10.19,0.087457682
32,10.19,0.069991061
32,10.19,0.133418368
32,10.19,0.150761871
32,12.18,0.066461006
32,12.18,0.126305202
32,12.18,0.117920125
32,12.18,0.138557015
32,12.18,0.213937272
32,12.18,0.192343925
32,12.18,0.212417673
32,14.53,0.173427656
32,14.53,0.17607536
32,14.53,0.157881531
32,14.53,0.163213216
32,14.53,0.147304131
33,11.14,0.083195716
33,11.14,0.092548542
33,11.14,0.168316174
33,11.14,0.145082599
33,11.14,0.094803687
33,11.14,0.096598972
33,11.14,0.158744286
33,15.3,0.116927908
33,15.3,0.139877396
33,15.3,0.173583801
33,15.3,0.150229765
33,15.3,0.175283161
34,13.59,0.104028136
34,13.59,0.10976619
34,13.59,0.089668588
34,13.59,0.0733909
34,13.59,0.185508483
34,13.59,0.107313888
34,13.59,0.133265661
35,20.68,0.128848425
35,20.68,0.089315743
35,20.68,0.153233725
35,20.68,0.136915764
35,20.68,0.151733879
35,20.68,0.107861059
35,20.68,0.117726591
35,22.66,0.160869899
35,22.66,0.145955359
35,22.66,0.162200691
35,22.66,0.136847911
35,22.66,0.202036558
35,22.66,0.227714652
35,22.66,0.189673251
35,24.75,0.137020069
35,24.75,0.108716267
35,24.75,0.102352235
35,24.75,0.063994168
35,24.75,0.137098612
36,9.36,0.154740107
36,9.36,0.134090926
36,9.36,0.175334404
36,9.36,0.105179116
36,9.36,0.106579997
36,9.36,0.14949594
36,9.36,0.1464897
36,11.24,0.105275821
36,11.24,0.114081847
36,11.24,0.087425359
36,11.24,0.112711435
36,11.24,0.142681097
36,11.24,0.160802335
36,11.24,0.10899789
37,12.84,0.094957045
37,12.84,0.09672605
37,12.84,0.122815145
37,12.84,0.108272965
37,12.84,0.11079011
37,12.84,0.11139039
37,12.84,0.17676599
37,16.83,0.131921719
37,16.83,0.104752668
37,16.83,0.201088639
37,16.83,0.17331171
37,16.83,0.113332291
38,13.03,0.137423441
38,13.03,0.119487294
38,13.03,0.160560885
38,13.03,0.119646117
38,13.03,0.118476727
38,13.03,0.122690928
38,13.03,0.154357613
38,14.98,0.155583608
38,14.98,0.146630271
38,14.98,0.17816812
38,14.98,0.196749129
38,14.98,0.193916666
38,14.98,0.185534942
38,14.98,0.164234653
38,17.01,0.207293634
38,17.01,0.207910693
38,17.01,0.208645967
38,17.01,0.223412069
38,17.01,0.214887539
39,10.28,0.089277827
39,10.28,0.058464287
39,10.28,0.169133101
39,10.28,0.128925696
39,10.28,0.123602847
39,10.28,0.077696998
39,10.28,0.146337946
39,14.4,0.157374384
39,14.4,0.142021688
39,14.4,0.090904552
39,14.4,0.117864575
39,14.4,0.07789081
40,11.78,0.14028261
40,11.78,0.124160677
40,11.78,0.143346232
40,11.78,0.172558431
40,11.78,0.171037284
40,11.78,0.147981959
40,11.78,0.173577812
40,13.95,0.165021434
40,13.95,0.145571957
40,13.95,0.177918668
40,13.95,0.141405912
40,13.95,0.16457412
40,13.95,0.201242669
40,13.95,0.208873196
40,15.92,0.127175878
40,15.92,0.112279667
40,15.92,0.209034245
40,15.92,0.154473743
40,15.92,0.208918413
41,14.25,0.134232278
41,14.25,0.132612686
41,14.25,0.135013492
41,14.25,0.108381052
41,14.25,0.177276952
41,14.25,0.201545112
41,14.25,0.224894128
41,16.33,0.144860413
41,16.33,0.1740293
41,16.33,0.226550668
41,16.33,0.149581626
41,16.33,0.145236893
41,16.33,0.200242281
41,16.33,0.198915793
41,18.32,0.230933051
41,18.32,0.148805067
41,18.32,0.129668348
41,18.32,0.124757869
41,18.32,0.171452335
42,10.59,0.130521614
42,10.59,0.200285575
42,10.59,0.158482318
42,10.59,0.172926896
42,10.59,0.145864477
42,10.59,0.137078275
42,10.59,0.188246834
42,12.64,0.149528286
42,12.64,0.128336089
42,12.64,0.144805367
42,12.64,0.117664652
42,12.64,0.203228074
42,12.64,0.211275102
42,12.64,0.165448554
42,14.57,0.078806494
42,14.57,0.206314777
42,14.57,0.13797718
42,14.57,0.210456695
42,14.57,0.230355954
43,15.73,0.062370973
43,15.73,0.04084371
43,15.73,0.100095465
43,15.73,0.129046747
43,15.73,0.132287805
43,15.73,0.098795949
43,15.73,0.121001503
43,17.49,0.115188983
43,17.49,0.126890769
43,17.49,0.148978923
43,17.49,0.125848237
43,17.49,0.128754192
43,17.49,0.170047202
43,17.49,0.220544575
43,19.44,0.043084659
43,19.44,0.068030039
43,19.44,0.189043428
43,19.44,0.141204577
43,19.44,0.107774541
44,10.4,0.050479655
44,10.4,0.084024137
44,10.4,0.075350356
44,10.4,0.062192635
44,10.4,0.098674508
44,10.4,0.085584611
44,10.4,0.065714371
45,11.93,0.101225622
45,11.93,0.066858316
45,11.93,0.119743451
45,11.93,0.107684259
45,11.93,0.070925686
45,11.93,0.131772463
45,11.93,0.082042139
45,13.95,0.090743843
45,13.95,0.118018367
45,13.95,0.096020375
45,13.95,0.092615443
45,13.95,0.110327263
45,13.95,0.084877881
45,13.95,0.140629748
45,15.98,0.058976002
45,15.98,0.06443504
45,15.98,0.022717075
45,15.98,0.035608704
45,15.98,0.056629264
46,12.77,0.130556279
46,12.77,0.111452185
46,12.77,0.17783799
46,12.77,0.156977719
46,12.77,0.135520754
46,12.77,0.126800084
46,12.77,0.12393617
46,14.77,0.129471872
46,14.77,0.184906862
46,14.77,0.156177714
46,14.77,0.20589828
46,14.77,0.178200955
46,14.77,0.137210393
46,14.77,0.114844115
46,16.8,0.162370491
46,16.8,0.21446828
46,16.8,0.188715815
46,16.8,0.226095791
46,16.8,0.195338098
47,16.93,0.194893477
47,16.93,0.215413712
47,16.93,0.169520669
47,16.93,0.248168535
47,16.93,0.214822901
47,16.93,0.198565352
47,16.93,0.215180826
47,18.76,0.121450671
47,18.76,0.204992198
47,18.76,0.159110157
47,18.76,0.165404783
47,18.76,0.176772888
47,18.76,0.166680313
47,18.76,0.21710634
47,20.73,0.131266246
47,20.73,0.151474095
47,20.73,0.171117207
47,20.73,0.174469353
47,20.73,0.238296759
48,13.75,0.087142847
48,13.75,0.122177117
48,13.75,0.145428878
48,13.75,0.147923849
48,13.75,0.103712805
48,13.75,0.139304546
48,13.75,0.196585791
48,15.86,0.123174484
48,15.86,0.151537002
48,15.86,0.122431295
48,15.86,0.181131929
48,15.86,0.181737098
48,15.86,0.169785105
48,15.86,0.184304317
48,17.9,0.118845111
48,17.9,0.138441439
48,17.9,0.120705507
48,17.9,0.109543049
48,17.9,0.110699021
49,10.4,0.090156683
49,10.4,0.081471944
49,10.4,0.093052063
49,10.4,0.095323876
49,10.4,0.055439055
49,10.4,0.080535469
49,10.4,0.087030203
49,12.16,0.042858701
49,12.16,0.080101863
49,12.16,0.056903694
49,12.16,0.110142057
49,12.16,0.086278221
49,12.16,0.056459178
49,12.16,0.081782375
49,14.45,0.103846202
49,14.45,0.099383182
49,14.45,0.111543193
49,14.45,0.071706613
49,14.45,0.073873432
50,10.52,0.038867143
50,10.52,0.02704848
50,10.52,0.029696028
50,10.52,0.035661673
50,10.52,0.068312131
50,10.52,0.052728307
50,10.52,0.067003897
51,10.96,0.076812826
51,10.96,0.201053786
51,10.96,0.176031241
51,10.96,0.08404208
51,10.96,0.104368054
51,10.96,0.089103287
51,10.96,0.15886129
51,12.85,0.125078462
51,12.85,0.160128847
51,12.85,0.154054627
51,12.85,0.164149529
51,12.85,0.116473591
51,12.85,0.144358565
51,12.85,0.188166922
51,14.91,0.092838096
51,14.91,0.152299767
51,14.91,0.144177824
51,14.91,0.168954699
51,14.91,0.174068359
52,21.49,0.163117598
52,21.49,0.141737946
52,21.49,0.185310322
52,21.49,0.151471704
52,21.49,0.208447372
52,21.49,0.227344966
52,21.49,0.208149819
52,23.49,0.121543154
52,23.49,0.17550551
52,23.49,0.207971615
52,23.49,0.18898804
52,23.49,0.173430191
53,14.54,0.11910356
53,14.54,0.150944381
53,14.54,0.087668747
53,14.54,0.177912501
53,14.54,0.194625356
53,14.54,0.14616481
53,14.54,0.106159939
53,16.7,0.101314681
53,16.7,0.114776057
53,16.7,0.143635026
53,16.7,0.08791001
53,16.7,0.073786802
53,16.7,0.103200349
53,16.7,0.105894856
53,18.75,0.094242706
53,18.75,0.054293004
53,18.75,0.127730729
53,18.75,0.1693195
53,18.75,0.094062177
54,11.51,0.078608207
54,11.51,0.110632311
54,11.51,0.136291581
54,11.51,0.104003474
54,11.51,0.124647404
54,11.51,0.104180828
54,11.51,0.140917874
54,13.48,0.116649554
54,13.48,0.135957718
54,13.48,0.092114479
54,13.48,0.16589861
54,13.48,0.180754344
54,13.48,0.197201393
54,13.48,0.152623065
54,15.54,0.200799473
54,15.54,0.174633771
54,15.54,0.197484331
54,15.54,0.167914007
54,15.54,0.140787091
55,16.5,0.094096522
55,16.5,0.141709737
55,16.5,0.106312782
55,16.5,0.132904537
55,16.5,0.097168343
55,16.5,0.150019955
55,16.5,0.154234091
56,8.95,0.15020565
56,8.95,0.123272084
56,8.95,0.125525936
56,8.95,0.128573194
56,8.95,0.125575395
56,8.95,0.120540002
56,8.95,0.153482049
56,10.63,0.066517947
56,10.63,0.066518768
56,10.63,0.045056083
56,10.63,0.073541751
56,10.63,0.086203603
56,10.63,0.139924801
56,10.63,0.168300043
56,12.61,0.152786136
56,12.61,0.207699019
56,12.61,0.13045393
56,12.61,0.154710642
56,12.61,0.146722638
57,16.64,0.161250703
57,16.64,0.109569633
57,16.64,0.136757351
57,16.64,0.150478514
57,16.64,0.187603872
58,23.44,0.14999333
58,23.44,0.130526407
58,23.44,0.103403931
58,23.44,0.125175074
58,23.44,0.149804931
58,23.44,0.128642277
58,23.44,0.131399824
58,25.48,0.088254185
58,25.48,0.137031694
58,25.48,0.089512981
58,25.48,0.131024288
58,25.48,0.149523284
58,25.48,0.127225891
58,25.48,0.185410762
58,27.54,0.150703372
58,27.54,0.097548304
58,27.54,0.130019632
58,27.54,0.1620025
58,27.54,0.079850293
59,16.29,0.146218396
59,16.29,0.20166662
59,16.29,0.16546895
59,16.29,0.223355182
59,16.29,0.186107397
59,16.29,0.165825451
59,16.29,0.21260239
59,20.25,0.173558185
59,20.25,0.128883884
59,20.25,0.181211812
59,20.25,0.159926885
59,20.25,0.215170965
60,9.69,0.141805793
60,9.69,0.184802835
60,9.69,0.204269479
60,9.69,0.104281198
60,9.69,0.14340316
60,9.69,0.181713428
60,9.69,0.144980136
61,15.69,0.137180637
61,15.69,0.134061691
61,15.69,0.157450061
61,15.69,0.166285761
61,15.69,0.222772
61,15.69,0.131157733
61,15.69,0.189472898
61,17.69,0.176261894
61,17.69,0.190085051
61,17.69,0.229979202
61,17.69,0.174681201
61,17.69,0.175738071
61,17.69,0.157125529
61,17.69,0.221051353
61,19.69,0.201847977
61,19.69,0.216769002
61,19.69,0.150508875
61,19.69,0.218815281
61,19.69,0.212816082
62,12.59,0.139782289
62,12.59,0.123140408
62,12.59,0.146975598
62,12.59,0.140798
62,12.59,0.189040487
62,12.59,0.115251137
62,12.59,0.200758241
62,14.5,0.122635361
62,14.5,0.12821983
62,14.5,0.220074742
62,14.5,0.234737872
62,14.5,0.173231398
62,14.5,0.210981248
62,14.5,0.170564087
62,16.48,0.124257286
62,16.48,0.136415253
62,16.48,0.208280948
62,16.48,0.205919832
62,16.48,0.124889303
63,14.94,0.113123
63,14.94,0.158201447
63,14.94,0.12302739
63,14.94,0.10233246
63,14.94,0.076698942
63,14.94,0.111918835
63,14.94,0.175250043
63,16.95,0.123875978
63,16.95,0.146396794
63,16.95,0.156736738
63,16.95,0.135891446
63,16.95,0.109991361
63,16.95,0.157080263
63,16.95,0.178453269
64,17.17,0.170334257
64,17.17,0.103178021
64,17.17,0.206557398
64,17.17,0.131529945
64,17.17,0.219762146
64,17.17,0.203191756
64,17.17,0.221570833
64,19.16,0.109039826
64,19.16,0.230555005
64,19.16,0.217302991
64,19.16,0.181407351
64,19.16,0.240585414
64,19.16,0.155206103
64,19.16,0.228454265
64,21.28,0.227823349
64,21.28,0.188750776
64,21.28,0.219974179
64,21.28,0.251510443
64,21.28,0.23127831
65,13.22,0.080612795
65,13.22,0.079618525
65,13.22,0.07815663
65,13.22,0.143130471
65,13.22,0.121467274
65,13.22,0.097566017
65,13.22,0.171142278
65,15.23,0.112896492
65,15.23,0.114270027
65,15.23,0.110872944
65,15.23,0.097818547
65,15.23,0.158412261
65,15.23,0.144351013
65,15.23,0.146797779
65,17.23,0.115448193
65,17.23,0.115119335
65,17.23,0.113963575
65,17.23,0.149860171
65,17.23,0.140747601
66,10.73,0.13145093
66,10.73,0.125099875
66,10.73,0.135944087
66,10.73,0.113542371
66,10.73,0.131950072
66,10.73,0.160440694
66,10.73,0.156554335
66,12.93,0.139455685
66,12.93,0.12208827
66,12.93,0.156593193
66,12.93,0.194362706
66,12.93,0.132216792
66,12.93,0.167535383
66,12.93,0.140748597
66,15,0.15739193
66,15,0.164499427
66,15,0.227303153
66,15,0.180489552
66,15,0.151612767
67,15.36,0.141847135
67,15.36,0.099466522
67,15.36,0.127412823
67,15.36,0.087020749
67,15.36,0.137006367
67,15.36,0.134567665
67,15.36,0.141427748
67,17.36,0.167730616
67,17.36,0.125716668
67,17.36,0.133741671
67,17.36,0.095155435
67,17.36,0.222748227
67,17.36,0.222230802
67,17.36,0.150293483
67,19.48,0.056610637
67,19.48,0.082112978
67,19.48,0.125181825
67,19.48,0.146200476
67,19.48,0.115462241
68,19.43,0.096807794
68,19.43,0.147770557
68,19.43,0.218647697
68,19.43,0.134379917
68,19.43,0.16579458
68,19.43,0.129649772
68,19.43,0.150846656
68,21.47,0.165903814
68,21.47,0.136727527
68,21.47,0.191257919
68,21.47,0.140070428
68,21.47,0.182937032
68,21.47,0.19382671
68,21.47,0.2138635
68,23.49,0.149689704
68,23.49,0.082229803
68,23.49,0.222113235
68,23.49,0.225176956
68,23.49,0.192876344
69,16.06,0.151334574
69,16.06,0.13975728
69,16.06,0.19584085
69,16.06,0.150791649
69,16.06,0.116811825
69,16.06,0.127135201
69,16.06,0.175040524
69,18.02,0.106204649
69,18.02,0.113193043
69,18.02,0.152613946
69,18.02,0.096711649
69,18.02,0.194409203
69,18.02,0.243258294
69,18.02,0.219584138
69,19.96,0.195196888
69,19.96,0.111740421
69,19.96,0.158008668
69,19.96,0.154811447
69,19.96,0.218361729
70,17.51,0.119962611
70,17.51,0.132033719
70,17.51,0.084448006
70,17.51,0.098647833
70,17.51,0.170624589
70,17.51,0.158993629
70,17.51,0.180395538
70,19.44,0.09740471
70,19.44,0.097989285
70,19.44,0.109310074
70,19.44,0.111846545
70,19.44,0.089965085
70,19.44,0.127181555
70,19.44,0.122337045
70,21.45,0.117102868
70,21.45,0.140179773
70,21.45,0.174772926
70,21.45,0.134149469
70,21.45,0.125935014
71,12.13,0.161381015
71,12.13,0.148187511
71,12.13,0.199287029
71,12.13,0.209121794
71,12.13,0.240056775
71,12.13,0.150286252
71,12.13,0.210613554
72,13.89,0.112057175
